name,address,bike_stands,available_bike_stands,available_bikes,status,last_update,target,rain,weather_code,time,prediction
DVORANA TABOR,Gorkega ulica 48,20,11,9,OPEN,1714385728000,22.1,0,2,2024-04-29T12:15,12.240145600773097
